ZONE_FID,ZONE_NAME,DATE,SCENE_ID,LANDSAT,PATH,ROW,YEAR,MONTH,DAY,DOY,PIXEL_COUNT,PIXEL_TOTAL,FMASK_COUNT,FMASK_TOTAL,LOW_ETG_COUNT,CLOUD_SCORE,NDVI_TOA,NDWI_TOA,ALBEDO_SUR,TS,EVI_SUR,ETSTAR_MEAN,ETG_MEAN,ETG_LPI,ETG_UPI,ETG_LCI,ETG_UCI,WY_ETO,WY_PPT
0,Spring,1986-05-19,LT05_041XXX_19860519,LT05,41,32,1986,5,19,139,5856,5856,5856,5856,0,99.9914627075,0.0981788411736,-0.209611997008,0.390957117081,228.147079468,0.138842836022,0.175797253847,193.62512207,95.0769882202,293.002593994,173.652877808,213.612670898,1294.13671875,192.725158691
0,Spring,1986-06-04,LT05_041XXX_19860604,LT05,41,32,1986,6,4,155,5856,5856,0,5856,0,0.0,0.222781866789,0.364741712809,0.167778998613,323.700683594,0.162672713399,0.234365835786,258.133239746,158.909286499,357.375091553,238.040390015,278.244018555,1294.13671875,192.725158691
0,Spring,1986-06-20,LT05_041XXX_19860620,LT05,41,32,1986,6,20,171,5856,5856,0,5856,0,0.0,0.201794445515,0.3651252985,0.16832536459,325.503082275,0.142974555492,0.18683873117,205.786331177,106.471488953,305.119018555,185.832321167,225.756103516,1294.13671875,192.725158691
0,Spring,1986-07-06,LT05_041XXX_19860706,LT05,41,32,1986,7,6,187,5856,5856,5856,5856,3492,99.8408432007,0.0685405731201,-0.117303602397,0.553646087646,255.961990356,0.0645185709,0.0291749164462,32.1335906982,1.52916014194,86.6274719238,24.4141674042,40.5646591187,1294.13671875,192.725158691
0,Spring,1986-07-22,LT05_041XXX_19860722,LT05,41,32,1986,7,22,203,5856,5856,0,5856,0,0.0,0.14938993752,0.30294907093,0.180420085788,316.313201904,0.1163245067,0.12060521543,132.835983276,35.2738037109,232.337936401,112.984451294,152.700317383,1294.13671875,192.725158691
0,Spring,1986-08-07,LT05_041XXX_19860807,LT05,41,32,1986,8,7,219,5856,5856,0,5856,0,0.0,0.154745474458,0.358020722866,0.174024254084,324.950317383,0.113065600395,0.112350538373,123.744178772,27.3070907593,223.270568848,103.898323059,143.602478027,1294.13671875,192.725158691
0,Spring,1986-08-23,LT05_041XXX_19860823,LT05,41,32,1986,8,23,235,5856,5856,0,5856,0,0.0,0.157994553447,0.36247086525,0.166552588344,319.912719727,0.113099135458,0.112431101501,123.83291626,27.627117157,223.359161377,103.986808777,143.691482544,1294.13671875,192.725158691
0,Spring,1986-09-08,LT05_041XXX_19860908,LT05,41,32,1986,9,8,251,5856,5856,5856,5856,1192,8.49692630768,0.0951053723693,-0.160024538636,0.128636002541,277.104827881,0.0867112204432,0.0478365346789,52.687713623,9.52507305145,147.613296509,38.0117378235,69.8671646118,1294.13671875,192.725158691
0,Spring,1987-05-06,LT05_041XXX_19870506,LT05,41,32,1987,5,6,126,5856,5856,0,5856,0,0.0,0.150937527418,0.333451211452,0.177966341376,320.793060303,0.115551687777,0.118713803589,133.127227783,33.0342445374,234.440429688,112.919532776,153.347885132,1321.23730469,199.824035645
0,Spring,1987-05-22,LT05_041XXX_19870522,LT05,41,32,1987,5,22,142,5856,5856,0,5856,13,6.06318283081,0.185162484646,0.35188806057,0.139542624354,302.932037354,0.125675663352,0.144040420651,161.528839111,61.7118148804,262.71987915,141.335113525,181.757232666,1321.23730469,199.824035645
0,Spring,1987-06-07,LT05_041XXX_19870607,LT05,41,32,1987,6,7,158,5856,5856,5856,5856,921,62.240436554,0.0780128836632,0.00694659072906,0.265024155378,271.384185791,0.110750161111,0.181230589747,203.234390259,125.190933228,292.705657959,186.004989624,220.948501587,1321.23730469,199.824035645
0,Spring,1987-06-23,LT05_041XXX_19870623,LT05,41,32,1987,6,23,174,5856,5856,0,5856,0,0.0,0.203785151243,0.333359718323,0.181773304939,322.048522949,0.155768886209,0.215614542365,241.793014526,141.670883179,342.920715332,221.290679932,262.312805176,1321.23730469,199.824035645
0,Spring,1987-07-09,LT05_041XXX_19870709,LT05,41,32,1987,7,9,190,5856,5856,5856,5856,0,44.6246566772,0.123549520969,0.169406577945,0.221293479204,288.526763916,0.123789899051,0.139411687851,156.338104248,55.4542732239,257.592559814,136.108200073,176.581893921,1321.23730469,199.824035645
0,Spring,1987-07-25,LT05_041XXX_19870725,LT05,41,32,1987,7,25,206,5856,5856,0,5856,0,0.0,0.146763652563,0.338198661804,0.188325494528,324.840515137,0.111496515572,0.108286462724,121.433876038,25.5193500519,222.781845093,101.226844788,141.653884888,1321.23730469,199.824035645
0,Spring,1987-08-10,LT05_041XXX_19870810,LT05,41,32,1987,8,10,222,5856,5856,2588,5856,2,3.80618166924,0.1267683357,0.301399439573,0.211425602436,318.822631836,0.105367131531,0.0926246866584,103.870552063,13.6587085724,205.267608643,83.6884689331,124.084129333,1321.23730469,199.824035645
0,Spring,1987-09-11,LT05_041XXX_19870911,LT05,41,32,1987,9,11,254,5856,5856,0,5856,8,0.0,0.125812679529,0.316800445318,0.182755172253,318.754089355,0.0978588536382,0.0731512606144,82.0327987671,7.63871097565,183.494888306,61.9411239624,102.249343872,1321.23730469,199.824035645
0,Spring,1987-09-27,LT05_041XXX_19870927,LT05,41,32,1987,9,27,270,5856,5856,0,5856,12,0.109289616346,0.128929972649,0.327496111393,0.173358723521,307.846069336,0.0936136171222,0.0623060911894,69.8708724976,1.51015114784,171.364837646,49.8457870483,90.0808334351,1321.23730469,199.824035645
0,Spring,1988-05-08,LT05_041XXX_19880508,LT05,41,32,1988,5,8,129,5856,5856,5449,5856,691,42.334186554,0.171590954065,0.169619530439,0.245044499636,287.859375,0.14773504436,0.197568103671,231.443237305,147.307479858,331.927520752,212.759521484,250.864593506,1335.73669434,164.276153564
0,Spring,1988-05-24,LT05_041XXX_19880524,LT05,41,32,1988,5,24,145,5856,5856,5856,5856,0,54.8213806152,0.152116581798,0.0914470478892,0.23587334156,273.382629395,0.170012027025,0.251841813326,295.022735596,189.51914978,400.546264648,273.586090088,316.4793396,1335.73669434,164.276153564
0,Spring,1988-06-09,LT05_041XXX_19880609,LT05,41,32,1988,6,9,161,5856,5856,0,5856,0,0.0,0.200987562537,0.36039185524,0.176762267947,318.658691406,0.146562159061,0.195327073336,228.817962646,123.249778748,334.454833984,207.560119629,250.092987061,1335.73669434,164.276153564
0,Spring,1988-07-11,LT05_041XXX_19880711,LT05,41,32,1988,7,11,193,5856,5856,0,5856,2,0.0,0.130429968238,0.333427369595,0.189739689231,325.922668457,0.10086030513,0.0810593217611,94.9578018188,7.98517513275,200.917984009,73.8778915405,116.06980896,1335.73669434,164.276153564
0,Spring,1988-07-27,LT05_041XXX_19880727,LT05,41,32,1988,7,27,209,5856,5856,0,5856,13,0.0,0.117478571832,0.31706994772,0.190679833293,321.299194336,0.0961056649685,0.0687484368682,80.5360870361,4.29416322708,186.528396606,59.5940475464,101.638916016,1335.73669434,164.276153564
0,Spring,1988-08-12,LT05_041XXX_19880812,LT05,41,32,1988,8,12,225,5856,5856,0,5856,1,0.0,0.131035894156,0.351335555315,0.186518326402,323.308013916,0.100093588233,0.0790728107095,92.6306762695,7.17764568329,198.601013184,71.5487442017,113.746116638,1335.73669434,164.276153564
0,Spring,1988-08-28,LT05_041XXX_19880828,LT05,41,32,1988,8,28,241,5856,5856,0,5856,7,0.0,0.124284215271,0.336867183447,0.183457151055,324.5,0.0949641689658,0.0657704696059,77.0475158691,3.75942254066,183.051986694,56.0946388245,98.1561965942,1335.73669434,164.276153564
0,Spring,1988-09-13,LT05_041XXX_19880913,LT05,41,32,1988,9,13,257,5856,5856,5856,5856,843,40.113899231,0.0882195085287,0.216541856527,0.205985322595,293.616546631,0.0812834948301,0.0316073484719,37.0267601013,0.0750282555819,141.172531128,20.7597007751,56.5516815186,1335.73669434,164.276153564
0,Spring,1988-09-29,LT05_041XXX_19880929,LT05,41,32,1988,9,29,273,5856,5856,0,5856,100,0.0,0.121526673436,0.337206989527,0.167273268104,311.596069336,0.0879417806864,0.0475970283151,55.7580413818,0.253446727991,161.712722778,35.539276123,76.7621154785,1335.73669434,164.276153564
0,Spring,1989-05-27,LT05_041XXX_19890527,LT05,41,32,1989,5,27,147,5856,5856,0,5856,0,0.0,0.200442790985,0.348089843988,0.179244115949,319.373504639,0.148562729359,0.200194150209,223.117721558,122.693145752,323.608428955,202.880905151,243.37109375,1311.5378418,197.031173706
0,Spring,1989-06-12,LT05_041XXX_19890612,LT05,41,32,1989,6,12,163,5856,5856,0,5856,0,0.0,0.166139438748,0.34283092618,0.181236699224,322.832458496,0.124498315156,0.141183272004,157.349700928,57.3539123535,257.975738525,137.242126465,177.471160889,1311.5378418,197.031173706
0,Spring,1989-06-28,LT05_041XXX_19890628,LT05,41,32,1989,6,28,179,5856,5856,0,5856,0,0.0,0.154258355498,0.347454756498,0.186932012439,319.827941895,0.116615861654,0.121354661882,135.250579834,36.2327423096,235.933074951,115.163032532,155.351135254,1311.5378418,197.031173706
0,Spring,1989-07-14,LT05_041XXX_19890714,LT05,41,32,1989,7,14,195,5856,5856,0,5856,0,0.0,0.137638747692,0.340891569853,0.188870728016,326.795684814,0.105403654277,0.0927696153522,103.392364502,12.9505977631,204.164398193,83.3180007935,123.480171204,1311.5378418,197.031173706
0,Spring,1989-07-30,LT05_041XXX_19890730,LT05,41,32,1989,7,30,211,5856,5856,0,5856,2,0.0,0.133155480027,0.336881428957,0.189814329147,326.957733154,0.0993920564651,0.0772736370564,86.1219863892,5.80728149414,186.945297241,66.0694961548,106.209686279,1311.5378418,197.031173706
0,Spring,1989-08-15,LT05_041XXX_19890815,LT05,41,32,1989,8,15,227,5856,5856,0,5856,0,0.0,0.137027934194,0.347471952438,0.186230063438,323.871673584,0.10147343576,0.0826552137733,92.1197891235,7.39032745361,192.925506592,72.0500030518,112.207344055,1311.5378418,197.031173706
0,Spring,1989-08-31,LT05_041XXX_19890831,LT05,41,32,1989,8,31,243,5856,5856,0,5856,1,0.0,0.128794968128,0.334035992622,0.187703236938,315.070800781,0.0973174273968,0.07183983922,80.0659790039,5.61350440979,180.910232544,60.0180549622,100.158630371,1311.5378418,197.031173706
0,Spring,1989-09-16,LT05_041XXX_19890916,LT05,41,32,1989,9,16,259,5856,5856,0,5856,0,0.0,0.127267405391,0.321818113327,0.191245570779,314.525756836,0.0965364724398,0.0698401555419,77.8373260498,4.72926425934,178.688034058,57.7868347168,97.9294815063,1311.5378418,197.031173706
0,Spring,1990-05-14,LT05_041XXX_19900514,LT05,41,32,1990,5,14,134,5856,5856,5856,5856,0,63.4921455383,0.122539155185,0.0453044064343,0.248939678073,269.200683594,0.143614932895,0.188290730119,196.49281311,102.397354126,290.607452393,177.578704834,215.421920776,1267.49353027,223.932769775
0,Spring,1990-05-30,LT05_041XXX_19900530,LT05,41,32,1990,5,30,150,5856,5856,5774,5856,1197,49.9153022766,0.123523630202,0.0789360627532,0.269519865513,282.243103027,0.11823644489,0.127573385835,133.130584717,72.193397522,220.947036743,118.540092468,148.984832764,1267.49353027,223.932769775
0,Spring,1990-06-15,LT05_041XXX_19900615,LT05,41,32,1990,6,15,166,5856,5856,5856,5856,3978,99.9812164307,0.0656894296408,-0.125530540943,0.589839935303,259.356872559,0.0594237111509,0.0193599630147,20.2032985687,0.175473839045,68.5567016602,14.6084527969,26.9104614258,1267.49353027,223.932769775
0,Spring,1990-08-18,LT05_041XXX_19900818,LT05,41,32,1990,8,18,230,5856,5856,5856,5856,5856,100.0,0.0214711409062,-0.438524186611,0.500993669033,228.702667236,0.0160332862288,0.0,0.0,0.0,0.0,0.0,0.0,1267.49353027,223.932769775
0,Spring,1990-09-03,LT05_041XXX_19900903,LT05,41,32,1990,9,3,246,5856,5856,0,5856,1,0.0,0.126617863774,0.317687183619,0.189534798265,314.038085938,0.0979662239552,0.0734900608659,76.6913452148,5.90934419632,171.111312866,57.9200706482,95.5057144165,1267.49353027,223.932769775
0,Spring,1991-06-02,LT05_041XXX_19910602,LT05,41,32,1991,6,2,153,5856,5856,0,5856,0,0.0,0.227708533406,0.312183976173,0.196529209614,314.37890625,0.182064265013,0.27433642745,294.92401123,198.20741272,391.862640381,274.884979248,314.98260498,1245.71936035,170.674362183
0,Spring,1991-06-18,LT05_041XXX_19910618,LT05,41,32,1991,6,18,169,5856,5856,4233,5856,0,26.539276123,0.174001395702,0.164077028632,0.218164011836,299.437835693,0.160922437906,0.229321107268,246.530517578,149.66217041,343.42376709,226.895294189,266.183044434,1245.71936035,170.674362183
0,Spring,1991-07-04,LT05_041XXX_19910704,LT05,41,32,1991,7,4,185,5856,5856,0,5856,0,0.0,0.163400024176,0.308519750834,0.201639562845,327.499786377,0.127273306251,0.147595390677,158.671691895,64.1304016113,255.728973389,139.244766235,178.112289429,1245.71936035,170.674362183
0,Spring,1991-07-20,LT05_041XXX_19910720,LT05,41,32,1991,7,20,201,5856,5856,0,5856,0,0.0,0.151444256306,0.304693728685,0.199080452323,321.344329834,0.119120761752,0.12733322382,136.888946533,44.694683075,233.996810913,117.493408203,156.298110962,1245.71936035,170.674362183
0,Spring,1991-08-05,LT05_041XXX_19910805,LT05,41,32,1991,8,5,217,5856,5856,0,5856,0,0.0,0.152551904321,0.304604887962,0.195591434836,319.04119873,0.118647053838,0.125930711627,135.38117981,44.4639968872,232.497253418,115.977882385,154.798217773,1245.71936035,170.674362183
0,Spring,1991-08-21,LT05_041XXX_19910821,LT05,41,32,1991,8,21,233,5856,5856,0,5856,0,0.0,0.148332372308,0.292979240417,0.192235410213,320.317565918,0.114345215261,0.114731609821,123.341644287,38.1500778198,220.496292114,103.956336975,142.763946533,1245.71936035,170.674362183
0,Spring,1991-09-22,LT05_041XXX_19910922,LT05,41,32,1991,9,22,265,5856,5856,0,5856,0,0.0,0.149463489652,0.327656835318,0.195667862892,307.101776123,0.109665051103,0.10326705128,111.016731262,24.2103862762,208.196472168,91.6365127563,130.413757324,1245.71936035,170.674362183
0,Spring,1992-05-03,LT05_041XXX_19920503,LT05,41,32,1992,5,3,124,5856,5856,0,5856,0,0.0,0.197590947151,0.321095585823,0.182890698314,317.608581543,0.149489223957,0.202220052481,244.826095581,135.742935181,353.990234375,222.825439453,266.844848633,1354.09545898,143.403915405
0,Spring,1992-05-19,LT05_041XXX_19920519,LT05,41,32,1992,5,19,140,5856,5856,4582,5856,49,33.1398582458,0.11027482152,0.0368558466434,0.176443293691,293.634185791,0.0984399318695,0.0747340619564,90.479888916,10.5081577301,199.920288086,69.1487503052,112.22026062,1354.09545898,143.403915405
0,Spring,1992-06-04,LT05_041XXX_19920604,LT05,41,32,1992,6,4,156,5856,5856,5856,5856,528,59.2064552307,0.0870723947883,0.106764100492,0.278084874153,286.316467285,0.0927150025964,0.0626485794783,75.8480987549,6.75763702393,181.830215454,56.4554672241,96.2200927734,1354.09545898,143.403915405
0,Spring,1992-06-20,LT05_041XXX_19920620,LT05,41,32,1992,6,20,172,5856,5856,0,5856,0,0.0,0.132955223322,0.303646117449,0.199666813016,320.721740723,0.107260331511,0.0974910780787,118.03162384,18.7902832031,227.48475647,96.2236709595,139.855926514,1354.09545898,143.403915405
0,Spring,1992-07-06,LT05_041XXX_19920706,LT05,41,32,1992,7,6,188,5856,5856,5675,5856,11,24.7090167999,0.101964049041,0.213860809803,0.210911005735,300.89175415,0.0898216217756,0.05244807899,63.4984397888,0.231115803123,173.10836792,41.916103363,85.3198242188,1354.09545898,143.403915405
0,Spring,1992-07-22,LT05_041XXX_19920722,LT05,41,32,1992,7,22,204,5856,5856,0,5856,35,0.0,0.115651860833,0.29268810153,0.200970247388,322.068481445,0.0921222642064,0.0584405958652,70.7535324097,0.973036766052,180.316635132,49.3183403015,92.5485229492,1354.09545898,143.403915405
0,Spring,1992-08-07,LT05_041XXX_19920807,LT05,41,32,1992,8,7,220,5856,5856,0,5856,98,0.0,0.114232853055,0.292951047421,0.197108581662,322.350067139,0.0907252058387,0.0538061857224,65.1426925659,0.900345802307,174.271591187,44.1430625916,86.797996521,1354.09545898,143.403915405
0,Spring,1992-08-23,LT05_041XXX_19920823,LT05,41,32,1992,8,23,236,5856,5856,0,5856,10,0.0928961783648,0.116162598133,0.286776185036,0.205965727568,309.48651123,0.0937105864286,0.0625746697187,75.7586212158,0.988874137402,185.334365845,54.1062774658,97.5795898438,1354.09545898,143.403915405
0,Spring,1992-09-08,LT05_041XXX_19920908,LT05,41,32,1992,9,8,252,5856,5856,0,5856,40,0.089139342308,0.113800577819,0.304084956646,0.191865384579,307.688720703,0.0878936871886,0.047428175807,57.4208908081,0.115521721542,167.008117676,36.1532783508,79.2044143677,1354.09545898,143.403915405
0,Spring,1992-09-24,LT05_041XXX_19920924,LT05,41,32,1992,9,24,268,5856,5856,0,5856,112,1.68442618847,0.107967935503,0.293020635843,0.191364631057,305.127380371,0.0850152149796,0.0398976951838,48.3038024902,0.0659046024084,157.874237061,27.8058185577,70.055809021,1354.09545898,143.403915405
0,Spring,1993-05-22,LT05_041XXX_19930522,LT05,41,32,1993,5,22,142,5856,5856,5627,5856,1047,67.5665969849,0.144184499979,0.0583562403917,0.380788981915,282.162109375,0.148970365524,0.193846717477,183.86164856,122.87361145,262.305267334,169.582290649,198.902755737,1207.73303223,259.243164062
0,Spring,1993-06-23,LT05_041XXX_19930623,LT05,41,32,1993,6,23,174,5856,5856,41,5856,0,0.386953562498,0.260529011488,0.300404310226,0.176368713379,309.946685791,0.194905102253,0.297017365694,281.717956543,196.093490601,367.365570068,263.64440918,299.809997559,1207.73303223,259.243164062
0,Spring,1993-07-09,LT05_041XXX_19930709,LT05,41,32,1993,7,9,190,5856,5856,0,5856,0,0.0,0.234765052795,0.288971811533,0.180522575974,319.238677979,0.175095424056,0.257743448019,244.467041016,158.953201294,330.017059326,226.837738037,262.112945557,1207.73303223,259.243164062
0,Spring,1993-07-25,LT05_041XXX_19930725,LT05,41,32,1993,7,25,206,5856,5856,0,5856,0,0.556181669235,0.230757594109,0.27460873127,0.173207223415,310.975524902,0.170699670911,0.249181032181,236.345687866,150.879882812,321.870910645,218.820755005,253.886795044,1207.73303223,259.243164062
0,Spring,1993-08-26,LT05_041XXX_19930826,LT05,41,32,1993,8,26,238,5856,5856,0,5856,0,0.765710353851,0.237976685166,0.261304795742,0.170735508204,310.303619385,0.169120207429,0.245862320065,233.197921753,147.780136108,318.719238281,215.701293945,250.710586548,1207.73303223,259.243164062
0,Spring,1993-09-27,LT05_041XXX_19930927,LT05,41,32,1993,9,27,270,5856,5856,0,5856,0,2.01246595383,0.209826588631,0.270758658648,0.151354447007,304.716400146,0.138722464442,0.174846887589,165.840499878,81.6399230957,251.434371948,148.620162964,183.077285767,1207.73303223,259.243164062
0,Spring,1994-05-25,LT05_041XXX_19940525,LT05,41,32,1994,5,25,145,5856,5856,0,5856,0,2.26707649231,0.332725584507,0.224481791258,0.137779444456,304.578521729,0.240254223347,0.378788173199,445.206420898,339.864074707,551.824035645,421.166534424,469.27456665,1364.69775391,189.353744507
0,Spring,1994-06-26,LT05_041XXX_19940626,LT05,41,32,1994,6,26,177,5856,5856,0,5856,1,0.689207673073,0.241931259632,0.23736679554,0.171593889594,308.468811035,0.178046748042,0.260916411877,306.666534424,202.386001587,412.761901855,284.624359131,328.738830566,1364.69775391,189.353744507
0,Spring,1994-07-12,LT05_041XXX_19940712,LT05,41,32,1994,7,12,193,5856,5856,0,5856,7,0.0329576507211,0.244369640946,0.213111490011,0.171834036708,310.208953857,0.18004244566,0.266319453716,313.016998291,208.66645813,419.06137085,291.009399414,335.06552124,1364.69775391,189.353744507
0,Spring,1994-07-28,LT05_041XXX_19940728,LT05,41,32,1994,7,28,209,5856,5856,5791,5856,82,16.9586753845,0.187732920051,0.121576607227,0.172770276666,302.155944824,0.14665555954,0.190436422825,223.828323364,125.891098022,329.643157959,202.704223633,245.223388672,1364.69775391,189.353744507
0,Spring,1994-08-13,LT05_041XXX_19940813,LT05,41,32,1994,8,13,225,5856,5856,1179,5856,1,11.6980876923,0.267442524433,0.195526719093,0.185687631369,303.654327393,0.208572164178,0.328561007977,386.172241211,280.48916626,492.271179199,363.610656738,408.760528564,1364.69775391,189.353744507
0,Spring,1994-08-29,LT05_041XXX_19940829,LT05,41,32,1994,8,29,241,5856,5856,0,5856,0,2.74846315384,0.302539199591,0.207222148776,0.156940370798,305.113067627,0.210963517427,0.333059668541,391.459686279,285.693511963,497.582275391,368.815338135,414.12890625,1364.69775391,189.353744507
0,Spring,1994-09-14,LT05_041XXX_19940914,LT05,41,32,1994,9,14,257,5856,5856,0,5856,0,2.86390018463,0.299429357052,0.125199988484,0.127521380782,293.083190918,0.192000895739,0.294877976179,346.583068848,241.04347229,452.604919434,324.437957764,368.750732422,1364.69775391,189.353744507
0,Spring,1995-05-28,LT05_041XXX_19950528,LT05,41,32,1995,5,28,148,5856,5856,5856,5856,838,87.9506454468,0.101821310818,-0.0268110819161,0.453531205654,267.830444336,0.134263917804,0.165757939219,148.574020386,87.2026977539,225.329925537,134.80015564,163.091995239,1219.43640137,323.105133057
0,Spring,1995-06-13,LT05_041XXX_19950613,LT05,41,32,1995,6,13,164,5856,5856,5856,5856,0,27.5462779999,0.266712099314,0.0566216036677,0.175866857171,277.787261963,0.244737356901,0.405892342329,363.813995361,282.863189697,444.786743164,346.040374756,381.609558105,1219.43640137,323.105133057
0,Spring,1995-06-29,LT05_041XXX_19950629,LT05,41,32,1995,6,29,180,5856,5856,0,5856,43,2.45560097694,0.355412691832,0.210625886917,0.129337564111,302.565185547,0.240273192525,0.390478491783,349.998077393,270.741516113,430.78817749,332.206695557,367.859619141,1219.43640137,323.105133057
0,Spring,1995-07-15,LT05_041XXX_19950715,LT05,41,32,1995,7,15,196,5856,5856,0,5856,57,1.74214482307,0.339267969131,0.202491536736,0.130117833614,303.708404541,0.222000718117,0.358227938414,321.090911865,242.066162109,401.637359619,303.861907959,338.393280029,1219.43640137,323.105133057
0,Spring,1995-07-31,LT05_041XXX_19950731,LT05,41,32,1995,7,31,212,5856,5856,0,5856,29,4.50461053848,0.343846023083,0.193461194634,0.141696721315,301.590179443,0.234856620431,0.385965555906,345.95300293,266.095123291,426.660369873,328.463195801,363.493103027,1219.43640137,323.105133057
0,Spring,1995-08-16,LT05_041XXX_19950816,LT05,41,32,1995,8,16,228,5856,5856,0,5856,25,2.73411893845,0.36163559556,0.182583421469,0.137113198638,301.980621338,0.241154789925,0.399888247252,358.432342529,278.258972168,439.164276123,340.842498779,376.061157227,1219.43640137,323.105133057
0,Spring,1995-09-01,LT05_041XXX_19950901,LT05,41,32,1995,9,1,244,5856,5856,0,5856,22,2.08965158463,0.370121628046,0.187240704894,0.13382729888,302.385192871,0.240316793323,0.400433778763,358.921295166,278.672119141,439.605285645,341.418701172,376.458190918,1219.43640137,323.105133057
0,Spring,1995-09-17,LT05_041XXX_19950917,LT05,41,32,1995,9,17,260,5856,5856,5856,5856,5845,97.2619552612,0.0175463724881,-0.426755279303,0.536299407482,236.299865723,0.0217199008912,1.24783555293e-05,0.0111847398803,0.0,4.27828598022,0.0,0.0673480704427,1219.43640137,323.105133057
0,Spring,1996-05-14,LT05_041XXX_19960514,LT05,41,32,1996,5,14,135,5856,5856,5856,5856,0,74.0625,0.0857450142503,-0.133116856217,0.284838199615,253.980270386,0.133071497083,0.161414638162,182.32194519,82.1246109009,284.274627686,161.86126709,202.798034668,1357.60070801,228.075210571
0,Spring,1996-05-30,LT05_041XXX_19960530,LT05,41,32,1996,5,30,151,5856,5856,1303,5856,76,11.1825475693,0.315111517906,0.119690492749,0.137522622943,295.912384033,0.248254567385,0.409525305033,462.569274902,362.471099854,563.911010742,440.1769104,485.028320312,1357.60070801,228.075210571
0,Spring,1996-06-15,LT05_041XXX_19960615,LT05,41,32,1996,6,15,167,5856,5856,15,5856,20,1.78449451923,0.404439419508,0.208438292146,0.138616621494,304.390380859,0.292547464371,0.498684674501,563.277099609,461.415924072,665.43371582,539.577392578,587.023620605,1357.60070801,228.075210571
0,Spring,1996-07-01,LT05_041XXX_19960701,LT05,41,32,1996,7,1,183,5856,5856,0,5856,3,0.119023226202,0.438981443644,0.217740878463,0.13459327817,306.960693359,0.304222047329,0.523523807526,591.333557129,489.366333008,693.699462891,567.34564209,615.361022949,1357.60070801,228.075210571
